,STS,NLI,left,right,left_num,right_num,id,left_lower,right_lower,left_strip,right_strip,left_strip_tokenized,right_strip_tokenized,left_strip_tokenized_noPunct,right_strip_tokenized_noPunct,left_POS_tags,right_POS_tags,left_strip_tokenized_noPunct_lemmat,right_strip_tokenized_noPunct_lemmat,left_strip_tokenized_noPunct_lemmat_noStopWords,right_strip_tokenized_noPunct_lemmat_noStopWords,left_strip_tokenized_noPunct_StopWords,right_strip_tokenized_noPunct_StopWords,jaccard_strip_tokenized,jaccard_strip_tokenized_noPunct_lemmat_noStopWords,jaccard_strip_tokenized_noPunct_lemmat,left_strip_tokenized_len,right_strip_tokenized_len,left-right,right-left,path_similarity,lch_similarity_nouns,lch_similarity_verbs,jcn_similarity_brown_nouns,jcn_similarity_brown_verbs,jcn_similarity_genesis_nouns,jcn_similarity_genesis_verbs,wup_similarity,path_similarity_root,lch_similarity_nouns_root,lch_similarity_verbs_root,wup_similarity_root,chunk1_maximum,chunk2_maximum,chunk1>chunk2,chunk2>chunk1,|chunk1-chunk2|,minimum_difference,maximum_difference
901,3,SIMI,top Afghan Taliban prisoner   ,seven Afghan Taliban fighters ,3 4 5 6,3 4 5 6,643,top afghan taliban prisoner   ,seven afghan taliban fighters ,top afghan taliban prisoner,seven afghan taliban fighters,"['top', 'afghan', 'taliban', 'prisoner']","['seven', 'afghan', 'taliban', 'fighters']","['top', 'afghan', 'taliban', 'prisoner']","['seven', 'afghan', 'taliban', 'fighters']","('JJ', 'NN', 'NN', 'NN')","('CD', 'JJ', 'NN', 'NNS')","['top', 'afghan', 'taliban', 'prisoner']","['seven', 'afghan', 'taliban', 'fighter']","['top', 'afghan', 'taliban', 'prisoner']","['seven', 'afghan', 'taliban', 'fighter']",[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,16,16,0.0,0.0,0.0,0.0,0.9411764705882353
902,2,SIMI,0.39 %                        ,2.47 %                        ,3 4,3 4,646,0 39 %                        ,2 47 %                        ,0 39 %,2 47 %,"['0', '39', '%']","['2', '47', '%']","['0', '39']","['2', '47']","('CD', 'CD')","('CD', 'CD')","['0', '39']","['2', '47']","['0', '39']","['2', '47']",[],[],0.2,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5,0.5,0.3333333333333333,0.6979831568441129,0.0,1.6703916163093257e-301,0.0,1.2967108312415469e-301,0.0,0.875,0.3333333333333333,0.6979831568441129,0.0,0.875,7,7,0.0,0.0,0.0,0.0,0.4117647058823529
903,1,REL,one soldier                   ,6 polio workers               ,3 4,3 4 5,647,one soldier                   ,6 polio workers               ,one soldier,6 polio workers,"['one', 'soldier']","['6', 'polio', 'workers']","['one', 'soldier']","['6', 'polio', 'workers']","('CD', 'NN')","('CD', 'NN', 'NNS')","['one', 'soldier']","['6', 'polio', 'worker']","['one', 'soldier']","['6', 'polio', 'worker']",[],[],0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.4,0.6,0.5,0.8094485875732267,0.0,1.2563965510055915e-300,0.0,1.0,0.0,0.9565217391304348,0.5,0.8094485875732267,0.0,0.9565217391304348,11,12,0.0,1.0,0.058823529411764705,0.0,0.7058823529411764
904,2,REL,"to Israel , Palestinians      ",for Israeli-Palestinian Talks ,7 8 9 10,5 6 7,649,"to israel , palestinians      ",for israeli palestinian talks ,"to israel , palestinians",for israeli palestinian talks,"['to', 'israel', ',', 'palestinians']","['for', 'israeli', 'palestinian', 'talks']","['to', 'israel', 'palestinians']","['for', 'israeli', 'palestinian', 'talks']","('TO', 'VB', 'NNS')","('IN', 'JJ', 'JJ', 'NNS')","['to', 'israel', 'palestinian']","['for', 'israeli', 'palestinian', 'talk']","['israel', 'palestinian']","['israeli', 'palestinian', 'talk']",['to'],['for'],0.0,0.25,0.16666666666666666,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,11,0.0,1.0,0.058823529411764705,0.0,0.6470588235294118
905,3,BACK,Syria                         ,"Russia , Syria                ",1,1 2 3,650,syria                         ,"russia , syria                ",syria,"russia , syria",['syria'],"['russia', ',', 'syria']",['syria'],"['russia', 'syria']","('NNS',)","('NN', 'NN')",['syria'],"['russia', 'syria']",['syria'],"['russia', 'syria']",[],[],0.3333333333333333,0.5,0.5,0.0,0.2857142857142857,0.3,0.7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,9,0.0,0.0,0.0,0.0,0.11764705882352941
906,3,BACK,chemical weapons              ,on ` Concrete ' Chemical Weapons Plan,5 6,5 6 7 8 9 10 11,650,chemical weapons              ,on ` concrete ' chemical weapons plan,chemical weapons,on ` concrete ' chemical weapons plan,"['chemical', 'weapons']","['on', '`', 'concrete', ""'"", 'chemical', 'weapons', 'plan']","['chemical', 'weapons']","['on', 'concrete', 'chemical', 'weapons', 'plan']","('NN', 'NNS')","('IN', 'JJ', 'NN', 'NNS', 'NN')","['chemical', 'weapon']","['on', 'concrete', 'chemical', 'weapon', 'plan']","['chemical', 'weapon']","['concrete', 'chemical', 'weapon', 'plan']",[],['on'],0.2857142857142857,0.5,0.4,0.14285714285714285,0.8571428571428572,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,8,8,0.0,0.0,0.0,0.0,0.47058823529411764
907,2,SIMI,Italian Prime Minister Mario Monti,Palestinian Prime Minister Fayyad,1 2 3 4 5,2 3 4 5,651,italian prime minister mario monti,palestinian prime minister fayyad,italian prime minister mario monti,palestinian prime minister fayyad,"['italian', 'prime', 'minister', 'mario', 'monti']","['palestinian', 'prime', 'minister', 'fayyad']","['italian', 'prime', 'minister', 'mario', 'monti']","['palestinian', 'prime', 'minister', 'fayyad']","('JJ', 'JJ', 'NN', 'NN', 'NN')","('JJ', 'JJ', 'NN', 'NN')","['italian', 'prime', 'minister', 'mario', 'monti']","['palestinian', 'prime', 'minister', 'fayyad']","['italian', 'prime', 'minister', 'mario', 'monti']","['palestinian', 'prime', 'minister', 'fayyad']",[],[],0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.6,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
908,5,EQUI,in Bethlehem                  ,of Bethlehem                  ,3 4,5 6,652,in bethlehem                  ,of bethlehem                  ,in bethlehem,of bethlehem,"['in', 'bethlehem']","['of', 'bethlehem']","['in', 'bethlehem']","['of', 'bethlehem']","('IN', 'NN')","('IN', 'NN')","['in', 'bethlehem']","['of', 'bethlehem']",['bethlehem'],['bethlehem'],['in'],['of'],0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,9,0.0,0.0,0.0,0.0,0.0
909,3,SIMI,in Hebron                     ,in West Bank                  ,6 7,6 7 8,653,in hebron                     ,in west bank                  ,in hebron,in west bank,"['in', 'hebron']","['in', 'west', 'bank']","['in', 'hebron']","['in', 'west', 'bank']","('IN', 'NN')","('IN', 'JJS', 'NN')","['in', 'hebron']","['in', 'west', 'bank']",['hebron'],"['west', 'bank']",['in'],['in'],0.25,0.0,0.25,0.14285714285714285,0.2857142857142857,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,1.0,0.7058823529411764,0.0,0.0
910,4,BACK,Israeli soldier               ,Israeli soldiers              ,1 2,1 2,653,israeli soldier               ,israeli soldiers              ,israeli soldier,israeli soldiers,"['israeli', 'soldier']","['israeli', 'soldiers']","['israeli', 'soldier']","['israeli', 'soldiers']","('JJ', 'NN')","('JJ', 'NNS')","['israeli', 'soldier']","['israeli', 'soldier']","['israeli', 'soldier']","['israeli', 'soldier']",[],[],0.3333333333333333,1.0,1.0,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
911,3,SIMI,Palestinian child             ,Palestinian woman             ,4 5,4 5,653,palestinian child             ,palestinian woman             ,palestinian child,palestinian woman,"['palestinian', 'child']","['palestinian', 'woman']","['palestinian', 'child']","['palestinian', 'woman']","('JJ', 'NN')","('JJ', 'NN')","['palestinian', 'child']","['palestinian', 'woman']","['palestinian', 'child']","['palestinian', 'woman']",[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,12,0.0,1.0,0.11764705882352941,0.0,0.7058823529411764
912,2,REL,attack                        ,drive back                    ,3,12 13,654,attack                        ,drive back                    ,attack,drive back,['attack'],"['drive', 'back']",['attack'],"['drive', 'back']","('NN',)","('NN', 'RP')",['attack'],"['drive', 'back']",['attack'],"['drive', 'back']",[],[],0.0,0.0,0.0,0.0,0.14285714285714285,0.4,0.6,0.2,0.5074317444173395,0.5060189611780347,1.1539589772132066e-301,9.060748214278922e-302,1.1734696131566552e-301,6.520615814735603e-302,0.7058823529411765,0.3333333333333333,0.5074317444173395,0.6628054829415044,0.7058823529411765,9,12,0.0,1.0,0.1764705882352941,0.0,0.7058823529411764
913,4,FORW,French forces                 ,Hundreds of French troops     ,1 2,8 9 10 11,654,french forces                 ,hundreds of french troops     ,french forces,hundreds of french troops,"['french', 'forces']","['hundreds', 'of', 'french', 'troops']","['french', 'forces']","['hundreds', 'of', 'french', 'troops']","('JJ', 'NNS')","('NNS', 'IN', 'JJ', 'NNS')","['french', 'force']","['hundred', 'of', 'french', 'troop']","['french', 'force']","['hundred', 'french', 'troop']",[],['of'],0.2,0.25,0.2,0.14285714285714285,0.42857142857142855,0.3,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
914,4,BACK,al-Qaeda 's Mali allies       ,north Mali al-Qaida-linked rebels,4 5 6 7,5 6 14 15,654,al qaeda 's mali allies       ,north mali al qaida linked rebels,al qaeda 's mali allies,north mali al qaida linked rebels,"['al', 'qaeda', ""'s"", 'mali', 'allies']","['north', 'mali', 'al', 'qaida', 'linked', 'rebels']","['al', 'qaeda', 'mali', 'allies']","['north', 'mali', 'al', 'qaida', 'linked', 'rebels']","('NN', 'NN', 'NN', 'NNS')","('JJ', 'NN', 'NN', 'NN', 'VBD', 'NNS')","['al', 'qaeda', 'mali', 'ally']","['north', 'mali', 'al', 'qaida', 'link', 'rebel']","['al', 'qaeda', 'mali', 'ally']","['north', 'mali', 'al', 'qaida', 'link', 'rebel']",[],[],0.2222222222222222,0.25,0.25,0.5714285714285714,0.7142857142857142,0.4,0.6,1.0,1.0,0.0,1.0,6.697453762856106e-302,1.0,6.103737985925849e-302,1.0,1.0,1.0,0.45005942938814136,1.0,9,13,0.0,1.0,0.23529411764705882,0.0,0.5882352941176471
915,3,SIMI,Military Operation            ,international force           ,3 4,3 4,655,military operation            ,international force           ,military operation,international force,"['military', 'operation']","['international', 'force']","['military', 'operation']","['international', 'force']","('JJ', 'NN')","('JJ', 'NN')","['military', 'operation']","['international', 'force']","['military', 'operation']","['international', 'force']",[],[],0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5,0.5,0.5,0.8094485875732267,0.0,3.546883513471348e-301,0.0,1.053916548565436e-301,0.0,0.9230769230769231,0.5,0.8094485875732267,0.0,0.9230769230769231,10,9,1.0,0.0,0.058823529411764705,0.0,0.5882352941176471
916,4,SIMI,Al Qaeda Hostages             ,for hostages                  ,7 8 9,5 6,655,al qaeda hostages             ,for hostages                  ,al qaeda hostages,for hostages,"['al', 'qaeda', 'hostages']","['for', 'hostages']","['al', 'qaeda', 'hostages']","['for', 'hostages']","('NN', 'NN', 'NNS')","('IN', 'NNS')","['al', 'qaeda', 'hostage']","['for', 'hostage']","['al', 'qaeda', 'hostage']",['hostage'],[],['for'],0.25,0.3333333333333333,0.25,0.2857142857142857,0.14285714285714285,0.6,0.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,9,0.0,0.0,0.0,0.0,0.11764705882352941
917,4,BACK,arrested to Buckingham Palace ,After Buckingham Palace Arrest,4 7 8 9,3 4 5 6,656,arrested to buckingham palace ,after buckingham palace arrest,arrested to buckingham palace,after buckingham palace arrest,"['arrested', 'to', 'buckingham', 'palace']","['after', 'buckingham', 'palace', 'arrest']","['arrested', 'to', 'buckingham', 'palace']","['after', 'buckingham', 'palace', 'arrest']","('VBN', 'TO', 'VB', 'NN')","('IN', 'JJ', 'NN', 'NN')","['arrest', 'to', 'buckingham', 'palace']","['after', 'buckingham', 'palace', 'arrest']","['arrest', 'buckingham', 'palace']","['buckingham', 'palace', 'arrest']",['to'],['after'],0.3333333333333333,1.0,0.6,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5294117647058824
918,4,SIMI,over prisoner release         ,Palestinian prisoners release ,4 5 6,6 7 8,657,over prisoner release         ,palestinian prisoners release ,over prisoner release,palestinian prisoners release,"['over', 'prisoner', 'release']","['palestinian', 'prisoners', 'release']","['over', 'prisoner', 'release']","['palestinian', 'prisoners', 'release']","('IN', 'JJR', 'NN')","('JJ', 'NNS', 'VBP')","['over', 'prisoner', 'release']","['palestinian', 'prisoner', 'release']","['prisoner', 'release']","['palestinian', 'prisoner', 'release']",['over'],[],0.2,0.6666666666666666,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
919,4,BACK,'s Brotherhood                ,Muslim Brotherhood            ,2 3,3 4,658,'s brotherhood                ,muslim brotherhood            ,'s brotherhood,muslim brotherhood,"[""'s"", 'brotherhood']","['muslim', 'brotherhood']",['brotherhood'],"['muslim', 'brotherhood']","('NN',)","('NN', 'NN')",['brotherhood'],"['muslim', 'brotherhood']",['brotherhood'],"['muslim', 'brotherhood']",[],[],0.3333333333333333,0.5,0.5,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7,8,0.0,1.0,0.058823529411764705,0.0,0.4117647058823529
920,2,BACK,4 NATO Troops                 ,Eight NATO Troops             ,1 2 3,1 2 3,659,4 nato troops                 ,eight nato troops             ,4 nato troops,eight nato troops,"['4', 'nato', 'troops']","['eight', 'nato', 'troops']","['4', 'nato', 'troops']","['eight', 'nato', 'troops']","('CD', 'JJ', 'NNS')","('CD', 'NNS', 'NNS')","['4', 'nato', 'troop']","['eight', 'nato', 'troop']","['4', 'nato', 'troop']","['eight', 'nato', 'troop']",[],[],0.5,0.5,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,10,0.0,1.0,0.11764705882352941,0.0,0.5882352941176471
921,3,FORW,At least 45                   ,At least 13                   ,1 2 3,1 2 3,660,at least 45                   ,at least 13                   ,at least 45,at least 13,"['at', 'least', '45']","['at', 'least', '13']","['at', 'least', '45']","['at', 'least', '13']","('IN', 'JJS', 'CD')","('IN', 'JJS', 'CD')","['at', 'least', '45']","['at', 'least', '13']","['least', '45']","['least', '13']",['at'],['at'],0.5,0.3333333333333333,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
922,4,BACK,'s Brotherhood                ,'s Muslim Brotherhood         ,2 3,2 3 4,662,'s brotherhood                ,'s muslim brotherhood         ,'s brotherhood,'s muslim brotherhood,"[""'s"", 'brotherhood']","[""'s"", 'muslim', 'brotherhood']",['brotherhood'],"['muslim', 'brotherhood']","('NN',)","('NN', 'NN')",['brotherhood'],"['muslim', 'brotherhood']",['brotherhood'],"['muslim', 'brotherhood']",[],[],0.6666666666666666,0.5,0.5,0.14285714285714285,0.2857142857142857,0.4,0.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7,8,0.0,1.0,0.058823529411764705,0.0,0.4117647058823529
923,4,FORW,TV weatherman Fred Talbot     ,Weatherman Fred Talbot        ,1 2 3 4,1 2 3,664,tv weatherman fred talbot     ,weatherman fred talbot        ,tv weatherman fred talbot,weatherman fred talbot,"['tv', 'weatherman', 'fred', 'talbot']","['weatherman', 'fred', 'talbot']","['tv', 'weatherman', 'fred', 'talbot']","['weatherman', 'fred', 'talbot']","('NN', 'NN', 'VBD', 'NN')","('NN', 'VBD', 'NN')","['tv', 'weatherman', 'fred', 'talbot']","['weatherman', 'fred', 'talbot']","['tv', 'weatherman', 'fred', 'talbot']","['weatherman', 'fred', 'talbot']",[],[],0.75,0.75,0.75,0.42857142857142855,0.2857142857142857,0.6,0.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,10,0.0,0.0,0.0,0.0,0.058823529411764705
924,4,SIMI,over sex claims               ,Over ` Sex Abuse '            ,6 7 8,5 6 7 8 9,664,over sex claims               ,over ` sex abuse '            ,over sex claims,over ` sex abuse ',"['over', 'sex', 'claims']","['over', '`', 'sex', 'abuse', ""'""]","['over', 'sex', 'claims']","['over', 'sex', 'abuse']","('IN', 'NN', 'NNS')","('IN', 'NN', 'NN')","['over', 'sex', 'claim']","['over', 'sex', 'abuse']","['sex', 'claim']","['sex', 'abuse']",['over'],['over'],0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857,0.5714285714285714,0.3,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,8,1.0,0.0,0.11764705882352941,0.0,0.5294117647058824
925,4,FORW,feared trapped                ,trapped                       ,7 8,8,665,feared trapped                ,trapped                       ,feared trapped,trapped,"['feared', 'trapped']",['trapped'],"['feared', 'trapped']",['trapped'],"('VBN', 'VBD')","('VBN',)","['fear', 'trap']",['trap'],"['fear', 'trap']",['trap'],[],[],0.5,0.5,0.5,0.14285714285714285,0.0,0.6,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
926,5,EQUI,Building collapses in India   ,India building collapse       ,1 2 3 4,1 2 3,665,building collapses in india   ,india building collapse       ,building collapses in india,india building collapse,"['building', 'collapses', 'in', 'india']","['india', 'building', 'collapse']","['building', 'collapses', 'in', 'india']","['india', 'building', 'collapse']","('NN', 'NNS', 'IN', 'NN')","('NN', 'NN', 'NN')","['building', 'collapse', 'in', 'india']","['india', 'building', 'collapse']","['building', 'collapse', 'india']","['india', 'building', 'collapse']",['in'],[],0.4,1.0,0.75,0.42857142857142855,0.2857142857142857,0.6,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,9,0.0,0.0,0.0,0.0,0.5294117647058824
927,4,BACK,at Morsi rally                ,at Morsi rallies              ,6 7 8,7 8 9,666,at morsi rally                ,at morsi rallies              ,at morsi rally,at morsi rallies,"['at', 'morsi', 'rally']","['at', 'morsi', 'rallies']","['at', 'morsi', 'rally']","['at', 'morsi', 'rallies']","('IN', 'RBS', 'NN')","('IN', 'RBS', 'NNS')","['at', 'morsi', 'rally']","['at', 'morsi', 'rally']","['morsi', 'rally']","['morsi', 'rally']",['at'],['at'],0.5,1.0,1.0,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,9,0.0,0.0,0.0,0.0,0.47058823529411764
928,4,FORW,in Cairo                      ,in Egypt                      ,9 10,10 11,666,in cairo                      ,in egypt                      ,in cairo,in egypt,"['in', 'cairo']","['in', 'egypt']","['in', 'cairo']","['in', 'egypt']","('IN', 'NN')","('IN', 'NN')","['in', 'cairo']","['in', 'egypt']",['cairo'],['egypt'],['in'],['in'],0.3333333333333333,0.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,0.14285714285714285,0.4650545544186692,0.0,6.314974862600702e-302,0.0,0.0,0.0,0.7,0.14285714285714285,0.4650545544186692,0.0,0.7,10,9,1.0,0.0,0.058823529411764705,0.0,0.1764705882352941
929,4,SIMI,as clashes                    ,in clashes                    ,3 4,5 6,666,as clashes                    ,in clashes                    ,as clashes,in clashes,"['as', 'clashes']","['in', 'clashes']","['as', 'clashes']","['in', 'clashes']","('IN', 'NNS')","('IN', 'NNS')","['a', 'clash']","['in', 'clash']",['clash'],['clash'],['as'],['in'],0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,8,0.0,0.0,0.0,0.0,0.4117647058823529
930,3,SIMI,Dozens die                    ,More than 70 dead             ,1 2,1 2 3 4,666,dozens die                    ,more than 70 dead             ,dozens die,more than 70 dead,"['dozens', 'die']","['more', 'than', '70', 'dead']","['dozens', 'die']","['more', 'than', '70', 'dead']","('NNS', 'VBP')","('JJR', 'IN', 'CD', 'JJ')","['dozen', 'die']","['more', 'than', '70', 'dead']","['dozen', 'die']","['70', 'dead']",[],"['more', 'than']",0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.3,0.7,0.3333333333333333,0.6979831568441129,0.0,1.2727350786952805e-301,0.0,1.1565188716597887e-301,0.0,0.875,0.3333333333333333,0.6979831568441129,0.0,0.875,10,7,1.0,0.0,0.1764705882352941,0.0,0.5882352941176471
931,4,BACK,Spanish train crash driver    ,Spanish train driver Garzon   ,1 2 3 4,1 2 3 4,667,spanish train crash driver    ,spanish train driver garzon   ,spanish train crash driver,spanish train driver garzon,"['spanish', 'train', 'crash', 'driver']","['spanish', 'train', 'driver', 'garzon']","['spanish', 'train', 'crash', 'driver']","['spanish', 'train', 'driver', 'garzon']","('JJ', 'NN', 'NN', 'NN')","('JJ', 'NN', 'NN', 'NN')","['spanish', 'train', 'crash', 'driver']","['spanish', 'train', 'driver', 'garzon']","['spanish', 'train', 'crash', 'driver']","['spanish', 'train', 'driver', 'garzon']",[],[],0.6,0.6,0.6,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
932,4,FORW,in Afghan ` insider attack '  ,in Afghan                     ,4 5 6 7 8 9,5 6,668,in afghan ` insider attack '  ,in afghan                     ,in afghan ` insider attack ',in afghan,"['in', 'afghan', '`', 'insider', 'attack', ""'""]","['in', 'afghan']","['in', 'afghan', 'insider', 'attack']","['in', 'afghan']","('IN', 'JJ', 'NN', 'NN')","('IN', 'NN')","['in', 'afghan', 'insider', 'attack']","['in', 'afghan']","['afghan', 'insider', 'attack']",['afghan'],['in'],['in'],0.3333333333333333,0.3333333333333333,0.5,0.7142857142857142,0.14285714285714285,0.9,0.09999999999999998,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,16,16,0.0,0.0,0.0,0.0,0.9411764705882353
933,4,SIMI,ISAF soldier                  ,British soldier               ,1 2,1 2,668,isaf soldier                  ,british soldier               ,isaf soldier,british soldier,"['isaf', 'soldier']","['british', 'soldier']","['isaf', 'soldier']","['british', 'soldier']","('NN', 'NN')","('JJ', 'NN')","['isaf', 'soldier']","['british', 'soldier']","['isaf', 'soldier']","['british', 'soldier']",[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
934,4,BACK,killed                        ,shot dead                     ,3,3 4,668,killed                        ,shot dead                     ,killed,shot dead,['killed'],"['shot', 'dead']",['killed'],"['shot', 'dead']","('VBN',)","('NN', 'JJ')",['kill'],"['shot', 'dead']",['kill'],"['shot', 'dead']",[],[],0.0,0.0,0.0,0.0,0.14285714285714285,0.4,0.6,0.5,0.4650545544186692,0.7872539464466368,1.684972913929403e-301,4.9017674340990775e-301,1.6578140563554678e-301,2.059463892401946e-301,0.75,0.5,0.4650545544186692,0.7872539464466368,0.75,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
935,3,SIMI,No plan                       ,rejects proposal              ,1 2,3 4,670,no plan                       ,rejects proposal              ,no plan,rejects proposal,"['no', 'plan']","['rejects', 'proposal']","['no', 'plan']","['rejects', 'proposal']","('DT', 'NN')","('NNS', 'NN')","['no', 'plan']","['reject', 'proposal']",['plan'],"['reject', 'proposal']",['no'],[],0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5,0.5,0.25,0.4283457627196799,0.5745078928932736,8.2403007468032e-302,1.6115065111796046e-301,5.44968526934354e-302,1.3567686267640932e-301,0.5333333333333333,0.25,0.4283457627196799,0.5745078928932736,0.5333333333333333,8,7,1.0,0.0,0.058823529411764705,0.0,0.47058823529411764
936,2,REL,Moily                         ,India govt                    ,9,1 2,670,moily                         ,india govt                    ,moily,india govt,['moily'],"['india', 'govt']",['moily'],"['india', 'govt']","('RB',)","('NN', 'NN')",['moily'],"['india', 'govt']",['moily'],"['india', 'govt']",[],[],0.0,0.0,0.0,0.0,0.14285714285714285,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,1.0,0.5294117647058824,0.0,0.0
937,4,FORW,Karzai                        ,Afghan president              ,1,1 2,671,karzai                        ,afghan president              ,karzai,afghan president,['karzai'],"['afghan', 'president']",['karzai'],"['afghan', 'president']","('NN',)","('NN', 'NN')",['karzai'],"['afghan', 'president']",['karzai'],"['afghan', 'president']",[],[],0.0,0.0,0.0,0.0,0.14285714285714285,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,1.0,0.9411764705882353,0.0,0.0
938,4,FORW,for Taliban peace talks       ,for Taliban talks             ,5 6 7 8,7 8 9,671,for taliban peace talks       ,for taliban talks             ,for taliban peace talks,for taliban talks,"['for', 'taliban', 'peace', 'talks']","['for', 'taliban', 'talks']","['for', 'taliban', 'peace', 'talks']","['for', 'taliban', 'talks']","('IN', 'JJ', 'NN', 'NNS')","('IN', 'JJ', 'NNS')","['for', 'taliban', 'peace', 'talk']","['for', 'taliban', 'talk']","['taliban', 'peace', 'talk']","['taliban', 'talk']",['for'],['for'],0.75,0.6666666666666666,0.75,0.42857142857142855,0.2857142857142857,0.6,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.47058823529411764
